name;align;eye;hair;sex;appearances;first_appearance
Monte (Earth-616);Нейтральный персонаж;;Зеленые волосы;Мужской персонаж;1;1992
Monte Devlin (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Mother-of-Pain;Злой персонаж;;;;1;1992
Myra Lee Sal (Earth-616);Добрый персонаж;;;Женский персонаж;1;1992
Nikolai Vonya (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Oliver Denton (Earth-616);;;Черные волосы;Мужской персонаж;1;1992
Omerta (Earth-616);Добрый персонаж;;Черные волосы;Мужской персонаж;1;1992
Ornette Higgenbotham (Earth-616);;Темно-карие глаза;Черные волосы;Мужской персонаж;1;1992
Ororo Munroe (Doppelganger) (Earth-616);Злой персонаж;;;Женский персонаж;1;1992
Pascal Tyler (Earth-616);Злой персонаж;;Черные волосы;Мужской персонаж;1;1992
Paul Danvers (Earth-616);Добрый персонаж;;;Мужской персонаж;1;1992
Paul Trent (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Peter London (Earth-616);;Черные глаза;Белые волосы;Мужской персонаж;1;1992
Phelix (Earth-616);Нейтральный персонаж;;Белые волосы;Мужской персонаж;1;1992
Phiend (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Phit (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Phlegm (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Phlopp (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Phopp (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Prodigy (Polish) (Earth-616);;;Русые волосы;Мужской персонаж;1;1992
Raleigh Chamberlain (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Ravello Medina (Earth-616);Добрый персонаж;;Каштановые волосы;Мужской персонаж;1;1992
Reverend Stryker (Power Cult) (Earth-616);;;Черные волосы;Мужской персонаж;1;1992
Rick McLaurin (Earth-616);Добрый персонаж;;;Мужской персонаж;1;1992
Roberto Gonzago (Earth-616);Добрый персонаж;;Черные волосы;Мужской персонаж;1;1992
Rock Wit Mike (Earth-616);Добрый персонаж;;;Мужской персонаж;1;1992
Sandstorm (Earth-616);;;;Мужской персонаж;1;1992
Scattershot (Natalya) (Earth-616);Злой персонаж;;;Женский персонаж;1;1992
Sean Bernard (Earth-616);Добрый персонаж;;Каштановые волосы;Мужской персонаж;1;1992
Siberion (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Siobhan (Earth-616);Нейтральный персонаж;Голубые глаза;Русые волосы;Женский персонаж;1;1992
Skullcrasher (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Stencil (Maria) (Earth-616);Добрый персонаж;Голубые глаза;;Женский персонаж;1;1992
Technocrat (Earth-616);Злой персонаж;Розовые глаза;Черные волосы;Мужской персонаж;1;1992
Thanademos (Earth-616);Злой персонаж;;Черные волосы;Мужской персонаж;1;1992
Tilda (Asgardian) (Earth-616);Добрый персонаж;;Каштановые волосы;Женский персонаж;1;1992
Tongar (Earth-616);Нейтральный персонаж;;;Мужской персонаж;1;1992
Traci Fields (Earth-616);;;;Женский персонаж;1;1992
Ursula (Swiss) (Earth-616);Добрый персонаж;;Русые волосы;Женский персонаж;1;1992
Veronica Stryker (Earth-616);;;Черные волосы;Женский персонаж;1;1992
Vibrato (Earth-616);Злой персонаж;;Черные волосы;Мужской персонаж;1;1992
White Ninja (Earth-616);Злой персонаж;Голубые глаза;;Мужской персонаж;1;1992
William Baker (Impostor) (Earth-616);Злой персонаж;;Каштановые волосы;Мужской персонаж;1;1992
Ygmlosvorraich (Earth-616);Злой персонаж;;;;1;1992
Yoyo (Hydra) (Earth-616);Злой персонаж;;;Мужской персонаж;1;1992
Zoya Vasilievna (Earth-616);Добрый персонаж;;;Женский персонаж;1;1992
Abahla (Earth-616);;;Черные волосы;Мужской персонаж;1;1993
Abner Dunson (Earth-616);;;;Мужской персонаж;1;1993
Adahm (Earth-616);Злой персонаж;Черные глаза;;Мужской персонаж;1;1993
Adrian Eiskalt (Earth-616);;Черные глаза;Каштановые волосы;Мужской персонаж;1;1993
Al Shaitan (Earth-616);Злой персонаж;;;Мужской персонаж;1;1993
Alan Trent (Earth-616);Злой персонаж;;;Мужской персонаж;1;1993
Alex Grimond (Earth-616);;;;Мужской персонаж;1;1993
Alice (Genosha) (Earth-616);Нейтральный персонаж;Темно-карие глаза;Русые волосы;Женский персонаж;1;1993
Anakalak (Earth-616);;Зеленые глаза;Без волос;Мужской персонаж;1;1993
Angel of Death (Dark Angel) (Earth-616);Добрый персонаж;;;Мужской персонаж;1;1993
Anton Bigelow (Earth-616);Злой персонаж;;Черные волосы;Мужской персонаж;1;1993
Armand Galante (Earth-616);Злой персонаж;;;Мужской персонаж;1;1993
Armando Aviles (Earth-616);Злой персонаж;;Черные волосы;Мужской персонаж;1;1993
Armaziel (Earth-616);Добрый персонаж;Голубые глаза;Без волос;Женский персонаж;1;1993
Assassin (Mimeyoshi) (Earth-616);;;Черные волосы;Женский персонаж;1;1993
Avram Siegel (Earth-616);;;;Мужской персонаж;1;1993
Bald Twins (Earth-616);Злой персонаж;;;Мужской персонаж;1;1993
Bartholomew Ingrid (Earth-616);Злой персонаж;Серые глаза;Каштановые волосы;Мужской персонаж;1;1993
Baru (Earth-616);;;;Мужской персонаж;1;1993
Beetroot (Earth-616);Нейтральный персонаж;Розовые глаза;Без волос;Мужской персонаж;1;1993
Bisento (Snakeroot) (Earth-616);Злой персонаж;;;Мужской персонаж;1;1993
Bison (Warpies) (Earth-616);;;Каштановые волосы;Мужской персонаж;1;1993
Brian Kornfield (Earth-616);Нейтральный персонаж;Много глаз;Русые волосы;Мужской персонаж;1;1993
Chanda (Earth-616);;Темно-карие глаза;Черные волосы;Мужской персонаж;1;1993
Charles Amundson (Earth-616);;;Русые волосы;Мужской персонаж;1;1993
Charlie Ronalds (Earth-616);Злой персонаж;Красные глаза;Без волос;Мужской персонаж;1;1993
Colin Powell (Earth-616);;Темно-карие глаза;Черные волосы;Мужской персонаж;1;1993
Cool Million (Earth-616);;Желтые глаза;Черные волосы;Мужской персонаж;1;1993
Corrine Walton (Earth-616);Нейтральный персонаж;Голубые глаза;Черные волосы;Женский персонаж;1;1993
Cristoph Pfeifer (Earth-616);Злой персонаж;;;Мужской персонаж;1;1993
Cruz (Earth-616);Злой персонаж;;Черные волосы;Мужской персонаж;1;1993
Culex (Earth-616);Злой персонаж;Зеленые глаза;;;1;1993
Dark Legion (Lilin) (Earth-616);Злой персонаж;Желтые глаза;Русые волосы;Мужской персонаж;1;1993
Dark Tower (Chess Set) (Earth-616);Злой персонаж;;;Мужской персонаж;1;1993
David Pennant (Earth-616);Злой персонаж;Красные глаза;;Мужской персонаж;1;1993
Delusion (Earth-616);Злой персонаж;;Русые волосы;Мужской персонаж;1;1993
Denak (Earth-616);Злой персонаж;;Без волос;Мужской персонаж;1;1993
Dirk Leydon (Earth-616);Злой персонаж;;Русые волосы;Мужской персонаж;1;1993
Dusk (Hellbent) (Earth-616);Злой персонаж;;;Женский персонаж;1;1993
Dyskor (Earth-616);Злой персонаж;;Без волос;Мужской персонаж;1;1993
Eradikator 6 (Earth-616);;;;Мужской персонаж;1;1993
F.T. Strang (Earth-616);;;Белые волосы;Мужской персонаж;1;1993
Fabian Nicieza (Earth-616);Нейтральный персонаж;;;Мужской персонаж;1;1993
